timestamp,symbol,branch,imbalance,spread_percent,raw_strength,expected_return_percent,future_return_percent,directional_gate
24,BTC-USD,ml,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.2978031416494315,sell
25,ETH-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.09762649607468671,buy
26,SOL-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.17539442154474816,buy
27,BTC-USD,baseline,1.22,0.05,0.19885085874516517,0.1103105152470991,0.07759653665088023,buy
28,ETH-USD,ml,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.19433727238116177,sell
29,SOL-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.1411653724988281,sell
30,BTC-USD,baseline,0.48,0.16,0.7339691750802004,0.41158150504812024,-0.18014506552070755,sell
31,ETH-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.017262109421547517,buy
32,SOL-USD,ml,1.62,0.09,0.4824261492442928,0.27325568954657564,0.21838187057379327,buy
33,BTC-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.157358075422285,buy
34,ETH-USD,baseline,1.38,0.025,0.3220834991691132,0.18875009950146793,-0.25988576728307883,buy
35,SOL-USD,baseline,0.78,0.09,0.2484613592984996,0.13287681557909978,-0.08098669818392289,sell
36,BTC-USD,ml,0.78,0.16,0.2484613592984996,0.12027681557909978,-0.06802924813331215,sell
37,ETH-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.1724349091749323,buy
38,SOL-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.2889553374075719,buy
39,BTC-USD,baseline,1.38,0.025,0.3220834991691132,0.18875009950146793,0.18157298565710447,buy
40,ETH-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.13314876494311323,buy
41,SOL-USD,baseline,0.78,0.025,0.2484613592984996,0.14457681557909977,-0.10093994216884264,sell
42,BTC-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.2465811936119165,buy
43,ETH-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,0.10454033372048604,buy
44,SOL-USD,ml,2.05,0.025,0.7178397931503168,0.42620387589019004,0.27014839530784546,buy
45,BTC-USD,baseline,2.05,0.28,0.7178397931503168,0.38030387589019005,0.23058393685161793,buy
46,ETH-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.2702235744700038,buy
47,SOL-USD,baseline,0.48,0.025,0.7339691750802004,0.43588150504812023,-0.21547106173789304,sell
48,BTC-USD,ml,1.22,0.05,0.19885085874516517,0.1103105152470991,0.05481677711415122,buy
49,ETH-USD,baseline,0.78,0.09,0.2484613592984996,0.13287681557909978,-0.07790493913921566,sell
50,SOL-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,0.058416466543560266,buy
51,BTC-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,-0.21159793003372057,buy
52,ETH-USD,ml,1.62,0.09,0.4824261492442928,0.27325568954657564,0.08811044447497424,buy
53,SOL-USD,baseline,0.62,0.28,0.4780358009429998,0.23642148056579987,-0.14702539354918193,sell
54,BTC-USD,baseline,1.22,0.09,0.19885085874516517,0.1031105152470991,0.08474039944076266,buy
55,ETH-USD,baseline,1.62,0.05,0.4824261492442928,0.2804556895465756,0.19823313285173044,buy
56,SOL-USD,ml,1.22,0.05,0.19885085874516517,0.1103105152470991,0.06939481004576778,buy
57,BTC-USD,baseline,1.38,0.025,0.3220834991691132,0.18875009950146793,0.09984865266344449,buy
58,ETH-USD,baseline,0.48,0.025,0.7339691750802004,0.43588150504812023,-0.27107591519495033,sell
59,SOL-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,0.03450547919101577,buy
60,BTC-USD,ml,0.78,0.09,0.2484613592984996,0.13287681557909978,-0.09676835080248058,sell
61,ETH-USD,baseline,1.62,0.16,0.4824261492442928,0.26065568954657564,0.16613727192809352,buy
62,SOL-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.0184910572308353,buy
63,BTC-USD,baseline,2.05,0.16,0.7178397931503168,0.40190387589019005,0.17558793396470906,buy
64,ETH-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.17921984528893942,buy
65,SOL-USD,baseline,1.62,0.28,0.4824261492442928,0.23905568954657563,0.14810802872070816,buy
66,BTC-USD,baseline,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.1261594489148509,sell
67,ETH-USD,baseline,0.78,0.16,0.2484613592984996,0.12027681557909978,-0.06317513201096728,sell
68,SOL-USD,ml,0.78,0.09,0.2484613592984996,0.13287681557909978,0.26860525528687834,sell
69,BTC-USD,baseline,2.05,0.28,0.7178397931503168,0.38030387589019005,0.1294004808280676,buy
70,ETH-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.22814884594707052,sell
71,SOL-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.2932561581624808,buy
72,BTC-USD,ml,1.22,0.05,0.19885085874516517,0.1103105152470991,0.0775943753627911,buy
73,ETH-USD,baseline,1.22,0.16,0.19885085874516517,0.0905105152470991,-0.01557625196742126,buy
74,SOL-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.300829326706045,buy
75,BTC-USD,baseline,2.05,0.16,0.7178397931503168,0.40190387589019005,0.1567566232934245,buy
76,ETH-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.23486262538732883,buy
77,SOL-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,0.0828700235107496,buy
78,BTC-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,0.0059537171326287525,buy
79,ETH-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.209302267966803,buy
80,SOL-USD,ml,2.05,0.09,0.7178397931503168,0.41450387589019005,0.25227104876871165,buy
81,BTC-USD,baseline,0.48,0.16,0.7339691750802004,0.41158150504812024,-0.2676422659889834,sell
82,ETH-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.12596355325701086,buy
83,SOL-USD,baseline,1.38,0.025,0.3220834991691132,0.18875009950146793,0.11066210413176329,buy
84,BTC-USD,ml,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.05031615101734342,sell
85,ETH-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,-0.1590742831866005,buy
86,SOL-USD,baseline,1.62,0.05,0.4824261492442928,0.2804556895465756,0.13380175371063155,buy
87,BTC-USD,baseline,0.78,0.025,0.2484613592984996,0.14457681557909977,-0.041116537322347074,sell
88,ETH-USD,ml,0.62,0.16,0.4780358009429998,0.2580214805657999,-0.05303686052111983,sell
89,SOL-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.0030862416908691986,sell
90,BTC-USD,baseline,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.2690527265306778,sell
91,ETH-USD,baseline,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.21319063402715738,sell
92,SOL-USD,ml,1.38,0.09,0.3220834991691132,0.17705009950146794,0.09410175027894371,buy
93,BTC-USD,baseline,2.05,0.05,0.7178397931503168,0.42170387589019004,0.18086074710024758,buy
94,ETH-USD,baseline,1.38,0.025,0.3220834991691132,0.18875009950146793,0.1651652957963462,buy
95,SOL-USD,baseline,0.62,0.025,0.4780358009429998,0.28232148056579986,-0.21113779010184663,sell
96,BTC-USD,ml,1.38,0.28,0.3220834991691132,0.14285009950146793,0.06964754158642092,buy
97,ETH-USD,baseline,0.48,0.025,0.7339691750802004,0.43588150504812023,-0.21480745775884347,sell
98,SOL-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.2196811699642645,buy
99,BTC-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.20165690341178916,buy
100,ETH-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.28248656289393487,buy
101,SOL-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,-0.005331268594472957,buy
102,BTC-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,-0.16543980904106773,buy
103,ETH-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.18753877138831784,buy
104,SOL-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.22637183703218233,buy
105,BTC-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,0.08451686501761349,buy
106,ETH-USD,baseline,1.22,0.16,0.19885085874516517,0.0905105152470991,0.09026414688503823,buy
107,SOL-USD,baseline,1.62,0.05,0.4824261492442928,0.2804556895465756,0.19765513153829078,buy
108,BTC-USD,ml,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.23641748062119813,sell
109,ETH-USD,baseline,1.62,0.28,0.4824261492442928,0.23905568954657563,0.17347016009446553,buy
110,SOL-USD,baseline,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.2185544520155595,sell
111,BTC-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.10637048297374449,buy
112,ETH-USD,ml,0.62,0.025,0.4780358009429998,0.28232148056579986,-0.13743667960425135,sell
113,SOL-USD,baseline,0.78,0.16,0.2484613592984996,0.12027681557909978,-0.011866410233653764,sell
114,BTC-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.22580481313601625,buy
115,ETH-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.0959683761676538,buy
116,SOL-USD,ml,1.22,0.025,0.19885085874516517,0.1148105152470991,0.07716649800930875,buy
117,BTC-USD,baseline,2.05,0.05,0.7178397931503168,0.42170387589019004,0.18930857866559145,buy
118,ETH-USD,baseline,2.05,0.16,0.7178397931503168,0.40190387589019005,0.23100041981937564,buy
119,SOL-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,-0.1710173132963141,buy
120,BTC-USD,ml,2.05,0.16,0.7178397931503168,0.40190387589019005,0.21179394232518373,buy
121,ETH-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.09950174477572227,buy
122,SOL-USD,baseline,1.62,0.16,0.4824261492442928,0.26065568954657564,0.1128493043645181,buy
123,BTC-USD,baseline,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.14517056191964117,sell
124,ETH-USD,ml,2.05,0.025,0.7178397931503168,0.42620387589019004,0.2855793479390667,buy
125,SOL-USD,baseline,2.05,0.16,0.7178397931503168,0.40190387589019005,0.15529436061089424,buy
126,BTC-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.30029668192931064,sell
127,ETH-USD,baseline,0.78,0.28,0.2484613592984996,0.09867681557909977,-0.019072586158839853,sell
128,SOL-USD,ml,1.22,0.09,0.19885085874516517,0.1031105152470991,0.10456001076801419,buy
129,BTC-USD,baseline,2.05,0.28,0.7178397931503168,0.38030387589019005,0.20445822660085047,buy
130,ETH-USD,baseline,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.17377965935150763,sell
131,SOL-USD,baseline,1.22,0.025,0.19885085874516517,0.1148105152470991,0.07860165110580389,buy
132,BTC-USD,ml,1.38,0.09,0.3220834991691132,0.17705009950146794,0.098703228631297,buy
133,ETH-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.20233029686440657,sell
134,SOL-USD,baseline,1.22,0.09,0.19885085874516517,0.1031105152470991,-0.028097732868433103,buy
135,BTC-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.19852238137882133,buy
136,ETH-USD,ml,0.78,0.16,0.2484613592984996,0.12027681557909978,0.25429394333783406,sell
137,SOL-USD,baseline,1.22,0.09,0.19885085874516517,0.1031105152470991,0.08044497626382167,buy
138,BTC-USD,baseline,1.62,0.16,0.4824261492442928,0.26065568954657564,0.19125383400204538,buy
139,ETH-USD,baseline,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.17545533346953907,sell
140,SOL-USD,ml,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.17947656051179023,sell
141,BTC-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,-0.011303797855201678,buy
142,ETH-USD,baseline,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.0753392213974513,sell
143,SOL-USD,baseline,1.62,0.28,0.4824261492442928,0.23905568954657563,0.15265981155327962,buy
144,BTC-USD,ml,0.78,0.28,0.2484613592984996,0.09867681557909977,0.022179251801179453,sell
145,ETH-USD,baseline,0.62,0.025,0.4780358009429998,0.28232148056579986,-0.2325513633670066,sell
146,SOL-USD,baseline,1.62,0.28,0.4824261492442928,0.23905568954657563,0.10488704140905468,buy
147,BTC-USD,baseline,0.62,0.16,0.4780358009429998,0.2580214805657999,-0.1582477720578052,sell
148,ETH-USD,ml,1.38,0.05,0.3220834991691132,0.18425009950146792,0.16354656934920092,buy
149,SOL-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.1683174551887885,buy
150,BTC-USD,baseline,0.78,0.025,0.2484613592984996,0.14457681557909977,-0.06473396223311323,sell
151,ETH-USD,baseline,1.22,0.025,0.19885085874516517,0.1148105152470991,-0.012293326725983274,buy
152,SOL-USD,ml,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.2922061290965908,sell
153,BTC-USD,baseline,1.62,0.16,0.4824261492442928,0.26065568954657564,-0.24989280510847062,buy
154,ETH-USD,baseline,0.62,0.16,0.4780358009429998,0.2580214805657999,-0.07296026169495766,sell
155,SOL-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.14570314223958464,sell
156,BTC-USD,ml,0.48,0.025,0.7339691750802004,0.43588150504812023,-0.29098260187413927,sell
157,ETH-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.26345331870887573,sell
158,SOL-USD,baseline,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.2204476182770806,sell
159,BTC-USD,baseline,0.62,0.28,0.4780358009429998,0.23642148056579987,-0.15845204416963787,sell
160,ETH-USD,ml,1.22,0.025,0.19885085874516517,0.1148105152470991,0.06307347884811856,buy
161,SOL-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.20350631134163782,buy
162,BTC-USD,baseline,0.48,0.28,0.7339691750802004,0.38998150504812024,-0.14021890324807873,sell
163,ETH-USD,baseline,2.05,0.28,0.7178397931503168,0.38030387589019005,0.25999135906831206,buy
164,SOL-USD,ml,2.05,0.025,0.7178397931503168,0.42620387589019004,0.18938700385323864,buy
165,BTC-USD,baseline,2.05,0.09,0.7178397931503168,0.41450387589019005,0.2666898100997602,buy
166,ETH-USD,baseline,2.05,0.16,0.7178397931503168,0.40190387589019005,0.13550911607726474,buy
167,SOL-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.19326871521123545,sell
168,BTC-USD,ml,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.12052757144103028,sell
169,ETH-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.021513281918209656,sell
170,SOL-USD,baseline,0.78,0.025,0.2484613592984996,0.14457681557909977,0.2525241400902908,sell
171,BTC-USD,baseline,1.62,0.16,0.4824261492442928,0.26065568954657564,0.19041124142934307,buy
172,ETH-USD,ml,0.78,0.025,0.2484613592984996,0.14457681557909977,-0.06072386250777859,sell
173,SOL-USD,baseline,1.38,0.28,0.3220834991691132,0.14285009950146793,-0.03087809532302247,buy
174,BTC-USD,baseline,1.22,0.025,0.19885085874516517,0.1148105152470991,0.07537104237283954,buy
175,ETH-USD,baseline,1.62,0.05,0.4824261492442928,0.2804556895465756,0.1433215679744223,buy
176,SOL-USD,ml,2.05,0.09,0.7178397931503168,0.41450387589019005,0.20587944597926608,buy
177,BTC-USD,baseline,0.78,0.09,0.2484613592984996,0.13287681557909978,-0.06185967647813859,sell
178,ETH-USD,baseline,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.19401209373011338,sell
179,SOL-USD,baseline,1.22,0.05,0.19885085874516517,0.1103105152470991,-0.01642538627466305,buy
180,BTC-USD,ml,1.22,0.16,0.19885085874516517,0.0905105152470991,0.02018606896735973,buy
181,ETH-USD,baseline,1.22,0.025,0.19885085874516517,0.1148105152470991,-0.0021481914890467066,buy
182,SOL-USD,baseline,0.62,0.28,0.4780358009429998,0.23642148056579987,-0.11484177627508034,sell
183,BTC-USD,baseline,0.78,0.16,0.2484613592984996,0.12027681557909978,0.03045510100285958,sell
184,ETH-USD,ml,2.05,0.28,0.7178397931503168,0.38030387589019005,0.2549256096749174,buy
185,SOL-USD,baseline,1.38,0.05,0.3220834991691132,0.18425009950146792,0.08496357589121487,buy
186,BTC-USD,baseline,1.22,0.16,0.19885085874516517,0.0905105152470991,0.052465423593109954,buy
187,ETH-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,-0.2125540928210761,buy
188,SOL-USD,ml,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.14288074104871012,sell
189,BTC-USD,baseline,1.22,0.28,0.19885085874516517,0.0689105152470991,-0.06780519968056978,buy
190,ETH-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.1717377273738179,sell
191,SOL-USD,baseline,0.48,0.28,0.7339691750802004,0.38998150504812024,-0.179944117995272,sell
192,BTC-USD,ml,2.05,0.05,0.7178397931503168,0.42170387589019004,0.19072282739734858,buy
193,ETH-USD,baseline,0.78,0.28,0.2484613592984996,0.09867681557909977,-0.06612359909116844,sell
194,SOL-USD,baseline,1.22,0.09,0.19885085874516517,0.1031105152470991,0.0317344706483397,buy
195,BTC-USD,baseline,0.78,0.09,0.2484613592984996,0.13287681557909978,-0.07482746374730417,sell
196,ETH-USD,ml,2.05,0.025,0.7178397931503168,0.42620387589019004,0.2378654794132441,buy
197,SOL-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.19378967769225103,buy
198,BTC-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.2589793183259541,buy
199,ETH-USD,baseline,0.48,0.28,0.7339691750802004,0.38998150504812024,-0.15531616558546393,sell
200,SOL-USD,ml,1.22,0.09,0.19885085874516517,0.1031105152470991,0.05764262377038257,buy
201,BTC-USD,baseline,1.22,0.025,0.19885085874516517,0.1148105152470991,0.13460207018477469,buy
202,ETH-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.10350005189506419,buy
203,SOL-USD,baseline,0.48,0.28,0.7339691750802004,0.38998150504812024,-0.24785617945246313,sell
204,BTC-USD,ml,2.05,0.28,0.7178397931503168,0.38030387589019005,-0.2409600073763089,buy
205,ETH-USD,baseline,1.62,0.09,0.4824261492442928,0.27325568954657564,0.12578898548154455,buy
206,SOL-USD,baseline,1.38,0.09,0.3220834991691132,0.17705009950146794,0.024755518529925302,buy
207,BTC-USD,baseline,0.78,0.16,0.2484613592984996,0.12027681557909978,-0.012334232846949497,sell
208,ETH-USD,ml,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.171731269864979,sell
209,SOL-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.1467109414142363,sell
210,BTC-USD,baseline,1.22,0.28,0.19885085874516517,0.0689105152470991,0.008939900340720487,buy
211,ETH-USD,baseline,2.05,0.025,0.7178397931503168,0.42620387589019004,0.22241235888845118,buy
212,SOL-USD,ml,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.09024885811767412,sell
213,BTC-USD,baseline,1.62,0.28,0.4824261492442928,0.23905568954657563,0.09051543082625307,buy
214,ETH-USD,baseline,0.62,0.05,0.4780358009429998,0.27782148056579986,-0.18486561827821724,sell
215,SOL-USD,baseline,1.62,0.025,0.4824261492442928,0.28495568954657563,0.18668671313315266,buy
216,BTC-USD,ml,0.78,0.05,0.2484613592984996,0.14007681557909976,-0.048697695894176614,sell
217,ETH-USD,baseline,0.62,0.025,0.4780358009429998,0.28232148056579986,-0.1333333592165109,sell
218,SOL-USD,baseline,0.78,0.025,0.2484613592984996,0.14457681557909977,-0.05798070319574395,sell
219,BTC-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,0.0792454571146513,buy
220,ETH-USD,ml,1.22,0.05,0.19885085874516517,0.1103105152470991,0.032189925786429596,buy
221,SOL-USD,baseline,0.62,0.05,0.4780358009429998,0.27782148056579986,0.2596699174596598,sell
222,BTC-USD,baseline,0.48,0.09,0.7339691750802004,0.42418150504812024,-0.29298360893399167,sell
223,ETH-USD,baseline,0.48,0.16,0.7339691750802004,0.41158150504812024,-0.2738210723440557,sell
224,SOL-USD,ml,0.48,0.025,0.7339691750802004,0.43588150504812023,-0.26149619384596834,sell
225,BTC-USD,baseline,0.62,0.025,0.4780358009429998,0.28232148056579986,-0.2275403752397795,sell
226,ETH-USD,baseline,1.38,0.16,0.3220834991691132,0.16445009950146794,0.04245175384538687,buy
227,SOL-USD,baseline,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.12673571287663174,sell
228,BTC-USD,ml,1.62,0.025,0.4824261492442928,0.28495568954657563,0.10217739842254521,buy
229,ETH-USD,baseline,1.22,0.28,0.19885085874516517,0.0689105152470991,-0.052907181114830185,buy
230,SOL-USD,baseline,0.62,0.16,0.4780358009429998,0.2580214805657999,-0.09136554949724657,sell
231,BTC-USD,baseline,1.38,0.05,0.3220834991691132,0.18425009950146792,0.055685961986762206,buy
232,ETH-USD,ml,0.62,0.16,0.4780358009429998,0.2580214805657999,-0.08261536999000971,sell
233,SOL-USD,baseline,0.78,0.28,0.2484613592984996,0.09867681557909977,-0.08663455781552326,sell
234,BTC-USD,baseline,0.48,0.05,0.7339691750802004,0.43138150504812023,-0.2626145467706567,sell
235,ETH-USD,baseline,0.78,0.05,0.2484613592984996,0.14007681557909976,0.004161998919891274,sell
236,SOL-USD,ml,1.22,0.09,0.19885085874516517,0.1031105152470991,0.026931834597317003,buy
237,BTC-USD,baseline,0.62,0.09,0.4780358009429998,0.2706214805657999,-0.10466515367386957,sell
238,ETH-USD,baseline,0.48,0.025,0.7339691750802004,0.43588150504812023,0.17858439519099362,sell
239,SOL-USD,baseline,0.62,0.28,0.4780358009429998,0.23642148056579987,-0.06839527294910283,sell
